украина новости,изз не контроль воздух существенно уменьшить способность эффективно задействовать манёвр воздушный пространство ограничивать иметься всу тактика умело воспользоваться недостаточный манёвренность,2022-03-16,Shelling,neutral
украина новости,мариуполь запорожье эвакуироваться автомобиль губернатор запорожский область старуха принять расселить ребёнок заявить старуха напомнить список эвакуировать ога не публиковать соображение,2022-03-16,Humanitarian,positive
украина новости,результат недавний обстрел николаев повредить водный станция черноморский национальный университет имя пётр могила огонь кассетный бомба попасть футбольный поле трибуна,2022-03-16,Shelling,negative
украина новости,бучанскай рада писать сотрудник волонтёр взять плен российский оккупант человек увезти неизвестный направление ус подписаться,2022-03-16,Shelling,positive
wardonbass донбассе спецоперация z украине,российский десантник удаться форсировать река ирпень закрепиться восточный берег подойти киев близкий рассказать военкор вгтрк евгений поддубный смотреть новость наш,2022-03-16,Political,positive
wardonbass донбассе спецоперация z украине,кадр больница кондрашовка украинский националистический батальон торнадо пыточный замглавы мид лнр сорок рассказывать деталь,2022-03-16,Political,negative
wardonbass донбассе спецоперация z украине,уничтожить зрк всу лисичанск,2022-03-16,Shelling,negative
wardonbass донбассе спецоперация z украине,володин не перечисленный совет европа взнос размер порядок млрд рубль пойти решение проблема гражданин поддержка экономика россия условие санкция,2022-03-16,Economical,positive
wardonbass донбассе спецоперация z украине,короткий видео милый украинский ариец,2022-03-16,Shelling,negative
wardonbass донбассе спецоперация z украине,директор служба внешний разведка сергей нарышкин решение спецоперация украина опираться предельно точный оценка ситуация мир малый промедление отношение откровенно русофобский,2022-03-16,Political,positive
wardonbass донбассе спецоперация z украине,хватить разгонять фейк снайпер канада якобы погибнуть мариуполь живой какой мариуполь не,2022-03-16,Shelling,negative
wardonbass донбассе спецоперация z украине,занятой посёлок югозапасть горловка данные мо рф взять васильевка михайловка ставка верхнеторецкий полностью не взять посёлок идти бой соответственно разгоняться,2022-03-16,Shelling,negative
wardonbass донбассе спецоперация z украине,байден измениться порядок присутствовать сцена муж первый леди заразиться коронавирус байден джилла муж первый леди байден точно право байден перепутать,2022-03-16,Political,positive
wardonbass донбассе спецоперация z украине,проходить сообщение продвижение вс рф западный окраина мариуполь annanews akimapachev dizadonbass,2022-03-16,Political,neutral
риа новости,карательный батальон латышский дивизия сс командовать украинец добровольно начать сотрудничество нацист рука убито множество мирный гражданин следовать рассекретить документ управление,2022-03-16,Political,positive
риа новости,доля стелсомикрон среди подтвердить заражение коронавирус россия достигнуть центральный россия риа новость эксперт роспотребнадзор,2022-03-16,Political,positive
риа новости,минобороны россия показать захватить украинский вооружение западный производство передавать днр лнр военный проходить обучение освоение javelin nlaw,2022-03-16,Political,positive
риа новости,федеральный сводка госпитализировать сутки заразить скончаться выздороветь,2022-03-16,Humanitarian,negative
риа новости,украина идти боевой действие миротворческий миссия нато заявить министр оборона нидерланды,2022-03-16,Political,positive
риа новости,глава думский комитет финрынок аксаков считать попасть санкция банк крым основание отказываться,2022-03-16,Economical,negative
риа новости,пользователь instagram запускать флешмоб бойкот meta антироссийский призыв,2022-03-16,Humanitarian,neutral
rt русском,сутки россия госпитализировать накануне час выявить случай инфицирование коронавирус день ранее зафиксировать заболеть сообщить оперативный штаб сутки умереть коронавирусный инфекция,2022-03-16,Humanitarian,negative
rt русском,дата суд арестовать дело госизмена иван сафронов не назначить уведомить март сообщить rt онк москва общественник посетить бывший советник глава,2022-03-16,Political,neutral
rt русском,захватить украинский техника вооружение западный страна передавать днр лнр военный республика проходить обучение освоение javelin nlaw минобороны россия rtrussian,2022-03-16,Political,positive
rt русском,роскомнадзор заблокировать требование генпрокуратура интернетресурс кавказский узел издание сообщить соцсеть официальный подтверждение информация кавказский узел сми признанный иностранный агент rtrussian,2022-03-16,Humanitarian,positive
rt русском,ск россия возбудить факт осквернение военномемориальный комплекс словакия ведомство rtrussian,2022-03-16,Political,negative
rt русском,военкор андрей филат filatovcorr мариуполь разбитый посёлок город бесконечный пулемётчик снайпер подразделение всу нацбат батальон азов многоэтажка город понимать запереть,2022-03-16,Shelling,negative
rt русском,взамен заблокировать instagram россия планировать создать аналог россграм новый соцсеть привычный функция дополнительный инструмент монетизация пользователь платный доступ контент функция,2022-03-16,Humanitarian,positive
rt русском,китай требовать сша обеспечить полный прозрачность деятельность американский биолаборатория официальный представитель мид кнр rtrussian,2022-03-16,Political,neutral
rt русском,арестовать эксзамдиректора фсин максименко призывать выделять деньга питание заключить член онк александр хуруджи посетить бывший чиновник сизый лефортово рассказать rt,2022-03-16,Economical,negative
rt русском,германия не позволить отказаться российский энергоресурсы привести непредвиденный последствие теплоснабжение немецкий домохозяйство считать руководитель немецкий энергетический концерн rwe маркус креббер,2022-03-16,Economical,negative
украина новости новини,верещука работа гуманитарный коридор март,2022-03-16,Humanitarian,neutral
украина новости новини,бучанскай рада писать сотрудник волонтёр взять плен российский оккупант человек увезти неизвестный направление,2022-03-16,Shelling,neutral
украина новости новини,михаил подоляк советник глава оп происходить прямо контрнаступление всу ряд оперативный направление кардинально изменять диспозиция сторона начинаться бегство российский журналист,2022-03-16,Political,neutral
украина новости новини,сбу перехватить разговор русский оккупант,2022-03-16,Humanitarian,negative
украина новости новини,оккупант убить украинский ребёнок заявить генпрокурор венедиктов,2022-03-16,Humanitarian,negative
украина новости новини,общий потеря враг состояние сегодняшний личный состав,2022-03-16,Shelling,negative
украина новости новини,тысяча населить пункт украина не иметь электроснабжение говориться утренний сводка спасатель гсчс,2022-03-16,Shelling,neutral
украина новости новини,согласно опрос соцслужба forsa немец опасаться украина перерасти мировой,2022-03-16,Political,neutral
украина новости новини,гореть вражеский техника херсонский аэропорт удар всу снимка сделать cnn,2022-03-16,Shelling,negative
украина новости новини,карта боевой действие состояние март,2022-03-16,Shelling,neutral
nexta live,михал подоляк текущий положение,2022-03-16,Political,neutral
nexta live,токай послание народ казахстан обозначить программа политический реформа выглядеть переход суперпрезидентский форма правление президентский республика сильный парламент запрет участие президент,2022-03-16,Political,positive
nexta live,автоваз отправить сотрудник отпуск день изз кризис поставка ранее корпоративный отпуск компания запланировать период июль август решить перенести связь кризис,2022-03-16,Economical,positive
nexta live,актуальный карта боевой действие генштаб всу,2022-03-16,Shelling,neutral
nexta live,владимир чиркин бывший главком сухопутный войско рф коготь остаться сомнение повод адекватность российский военоначальник,2022-03-16,Political,neutral
nexta live,депутат новосибирский горcовета пирогов хельга прийти сессия такой вид внимание,2022-03-16,Political,neutral
nexta live,рубежный вражеский обстрел пострадать бассейн,2022-03-16,Shelling,negative
nexta live,результат ночной обстрел произойти обвал жилой дом киев предварительный информация пострадать человек эвакуировать место продолжать спасатель,2022-03-16,Shelling,negative
